name,faction,start_date,end_date
Лобода Михайло Васильович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Лукашук Олег Григорович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2004-12-01
Лукашук Олег Григорович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2005-03-15,2005-12-16
Лукашук Олег Григорович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2006-05-25
Лук'яненко Левко Григорович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2002-05-15,2005-12-16
Лук'яненко Левко Григорович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2006-05-25
Луценко Юрій Віталійович,Фракція Соціалістичної партії України (фракція СПУ),2002-05-15,2005-03-03
Льовін Анатолій Іванович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2004-12-01
Льовін Анатолій Іванович,Фракція Народної аграрної партії України,2004-12-14,2005-03-01
Льовін Анатолій Іванович,Фракція Народної Партії,2005-03-01,2006-05-25
Ляпіна Ксенія Михайлівна,"Фракція ""Наша Україна""",2005-04-06,2005-09-07
Ляпіна Ксенія Михайлівна,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Мазуренко Володимир Іванович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2006-05-25
Майко Віталій Іванович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Майко Віталій Іванович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Майко Віталій Іванович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-05-14,2004-12-23
Майко Віталій Іванович,Група Промисловців і підприємців - Воля народу,2005-01-21,2005-02-03
Майко Віталій Іванович,"Група ""Воля народу""",2005-02-03,2005-03-25
Майко Віталій Іванович,"Фракція ""Партії промисловців і підприємців України""",2005-03-25,2006-05-25
Майстришин Володимир Якович,"Фракція ""Наша Україна""",2002-05-15,2002-12-18
Майстришин Володимир Якович,"Фракція ""Регіони України""",2002-12-27,2004-11-27
Майстришин Володимир Якович,Фракція Народної аграрної партії України,2005-01-18,2005-03-01
Майстришин Володимир Якович,Фракція Народної Партії,2005-03-01,2006-05-25
Макеєнко Володимир Володимирович,"Фракція ""Наша Україна""",2002-05-15,2002-12-10
Макеєнко Володимир Володимирович,"Фракція ""Регіони України""",2002-12-10,2005-09-08
Макеєнко Володимир Володимирович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Малиновський Олексій Петрович,Фракція Соціалістичної партії України (фракція СПУ),2002-05-15,2006-05-25
Манчуленко Георгій Манолійович,"Фракція ""Наша Україна""",2002-05-15,2005-03-16
Манчуленко Георгій Манолійович,Фракція Української Народної Партії,2005-03-16,2006-05-25
Маркуш Марія Андріївна,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Мартиненко Микола Володимирович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Мартиненко Микола Володимирович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Мартиновський Валерій Павлович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Мартиновський Валерій Павлович,"Фракція ""Аграрники України"" (Аграрники)",2002-06-20,2002-10-22
Мартиновський Валерій Павлович,Фракція  Аграрної партії України,2002-10-22,2004-06-15
Мартиновський Валерій Павлович,Фракція Народної аграрної партії України,2004-06-15,2005-03-01
Мартиновський Валерій Павлович,Фракція Народної Партії,2005-03-01,2006-05-25
Мартинюк Адам Іванович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2003-11-25
Масенко Олександр Миколайович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Матвєєв Валентин Григорович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Матвєєв Володимир Йосипович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Матвієнко Анатолій Сергійович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2002-05-15,2005-05-19
Матвієнко Павло Володимирович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Матвієнко Павло Володимирович,"Група ""Європейський вибір""",2002-06-20,2003-11-20
Матвієнко Павло Володимирович,"Фракція ""Регіони України""",2003-11-20,2005-02-01
Матвієнко Павло Володимирович,"Фракція ""Партії промисловців і підприємців України""",2005-04-05,2006-05-25
Матвієнков Сергій Анатолійович,"Фракція ""Єдина Україна""",2002-05-15,2002-07-22
Матвієнков Сергій Анатолійович,"Група ""Європейський вибір""",2002-10-15,2003-11-20
Матвієнков Сергій Анатолійович,"Фракція ""Регіони України""",2003-11-20,2005-09-08
Матвієнков Сергій Анатолійович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2005-09-21
Матвієнков Сергій Анатолійович,Фракція Соціалістичної партії України (фракція СПУ),2005-12-23,2006-05-25
Матвійчук Едуард Леонідович,"Фракція ""Наша Україна""",2002-05-15,2003-10-14
Матвійчук Едуард Леонідович,"Фракція ""Регіони України""",2003-11-28,2005-09-08
Матвійчук Едуард Леонідович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Медведчук Віктор Володимирович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2002-06-20
Мельник Микола Євтихійович,Фракція Соціалістичної партії України (фракція СПУ),2002-05-15,2006-05-25
Мельников Микола Петрович,"Фракція ""Єдина Україна""",2002-05-15,2002-07-05
Мельников Микола Петрович,"Група ""Народний вибір""",2002-07-05,2004-05-21
Мельников Микола Петрович,"Група  ""Союз""",2004-05-21,2005-05-31
Мельников Микола Петрович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2005-05-31,2005-07-07
Мельников Микола Петрович,Фракція Народної Партії,2005-07-07,2005-11-03
Мельников Микола Петрович,"Група ""Довіра народу""",2005-11-03,2005-12-21
Мельников Микола Петрович,"Група ""Відродження""",2005-12-21,2005-12-23
Мельников Микола Петрович,"Фракція політичної партії ""ВІДРОДЖЕННЯ""",2005-12-23,2006-05-25
Мельничук Валентин Васильович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2003-04-03
Мельничук Михайло Васильович,Фракція Соціалістичної партії України (фракція СПУ),2002-05-15,2006-05-25
Мигович Іван Іванович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Миримський Лев Юлійович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Миримський Лев Юлійович,"Група ""Народовладдя""",2002-06-20,2004-05-11
Миримський Лев Юлійович,"Група ""Народний вибір""",2004-05-11,2004-05-21
Миримський Лев Юлійович,"Група  ""Союз""",2004-05-21,2005-05-31
Мироненко Віктор Андрійович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Місюра Вадим Ярославович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2005-07-07,2006-05-25
Мішура Валерій Дмитрович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Мовчан Володимир Петрович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Мовчан Володимир Петрович,Фракція Народно-демократичної партії (НДП),2002-06-20,2004-05-14
Мовчан Володимир Петрович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-05-14,2004-09-24
Мовчан Володимир Петрович,"Фракція партії ""Єдина Україна""",2004-09-24,2005-10-21
Мовчан Володимир Петрович,"Група ""Довіра народу""",2005-10-21,2005-12-21
Мовчан Володимир Петрович,"Група ""Відродження""",2005-12-21,2005-12-23
Мовчан Володимир Петрович,"Фракція політичної партії ""ВІДРОДЖЕННЯ""",2005-12-23,2006-05-25
Мовчан Павло Михайлович,"Фракція ""Наша Україна""",2002-05-15,2005-03-16
Мовчан Павло Михайлович,Фракція Української Народної Партії,2005-03-16,2006-05-25
Мойсик Володимир Романович,"Фракція ""Наша Україна""",2002-05-15,2005-03-16
Мойсик Володимир Романович,Фракція Української Народної Партії,2005-03-16,2005-12-14
Мойсик Володимир Романович,"Фракція політичної партії ""Народний Союз Наша Україна""",2006-02-22,2006-05-25
Мокроусов Анатолій Олексійович,"Група ""Народовладдя""",2002-10-25,2004-05-14
Мокроусов Анатолій Олексійович,"Група  ""Демократичні ініціативи Народовладдя""",2004-05-14,2004-09-22
Мокроусов Анатолій Олексійович,"Фракція партії ""Єдина Україна""",2004-09-22,2006-02-14
Мордовець Леонід Михайлович,Фракція Соціалістичної партії України (фракція СПУ),2005-06-01,2006-05-25
Мороз Анатолій Миколайович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2005-03-02
Мороз Анатолій Миколайович,"Група ""Демократична Україна""",2005-03-15,2005-09-08
Мороз Анатолій Миколайович,"Фракція політичної партії ""Вперед, Україно!""",2005-09-08,2005-11-04
Мороз Анатолій Миколайович,Група Народного блоку Литвина,2005-11-04,2006-05-25
Мороз Олександр Олександрович,Фракція Соціалістичної партії України (фракція СПУ),2002-05-15,2006-05-25
Морозов Олександр Валерійович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Морозов Олександр Валерійович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2005-09-08
Мусіяка Віктор Лаврентійович,"Фракція ""Наша Україна""",2002-05-15,2002-05-30
Мусіяка Віктор Лаврентійович,"Група ""Європейський вибір""",2003-03-04,2003-11-20
Мусіяка Віктор Лаврентійович,"Фракція ""Регіони України""",2003-11-20,2004-06-16
Мусіяка Віктор Лаврентійович,"Група ""Центр""",2004-07-01,2005-02-01
Мусіяка Віктор Лаврентійович,"Група ""Демократична Україна""",2005-03-24,2005-09-08
Мусіяка Віктор Лаврентійович,"Фракція політичної партії ""Вперед, Україно!""",2005-09-08,2005-11-04
Мухін Володимир Васильович,Фракція Соціалістичної партії України (фракція СПУ),2005-03-16,2006-05-25
Мхітарян Нвєр Мнацаканович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Мхітарян Нвєр Мнацаканович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Мхітарян Нвєр Мнацаканович,"Фракція політичної партії ""Трудова Україна""",2004-04-21,2004-12-07
Мхітарян Нвєр Мнацаканович,"Група ""Демократична Україна""",2005-01-20,2005-09-08
Мхітарян Нвєр Мнацаканович,"Фракція політичної партії ""Вперед, Україно!""",2005-09-08,2005-11-04
Мхітарян Нвєр Мнацаканович,Група Народного блоку Литвина,2005-11-04,2006-05-25
Надрага Василь Іванович,"Фракція ""Єдина Україна""",2002-05-15,2002-07-05
Надрага Василь Іванович,"Група ""Народний вибір""",2002-07-05,2004-05-21
Надрага Василь Іванович,"Група  ""Союз""",2004-05-21,2005-02-01
Надрага Василь Іванович,Фракція Народної аграрної партії України,2005-02-01,2005-03-01
Надрага Василь Іванович,Фракція Народної Партії,2005-03-01,2006-05-25
Наконечний Володимир Леонтієвич,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Наконечний Володимир Леонтієвич,"Фракція ""Регіони України""",2002-06-20,2005-09-08
Наконечний Володимир Леонтієвич,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Наливайко Анатолій Михайлович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Насалик Ігор Степанович,"Фракція ""Наша Україна""",2002-05-15,2002-12-10
Насалик Ігор Степанович,"Фракція ""Регіони України""",2003-06-20,2004-05-14
Насалик Ігор Степанович,Фракція Української Народної Партії,2005-03-16,2005-11-29
Насалик Ігор Степанович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-02,2005-12-16
Насалик Ігор Степанович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2006-01-11
Немировський Олег Анатолійович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2005-02-04
Немировський Олег Анатолійович,"Фракція Народно-демократичної партії та групи ""Республіка""",2005-03-03,2005-04-06
Немировський Олег Анатолійович,"Фракція Народно-демократичної партії та політичної партії ""Трудова Україна""",2005-09-09,2005-10-18
Немировський Олег Анатолійович,Група Народного блоку Литвина,2005-11-16,2006-05-25
Нечипорук Володимир Павлович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2003-11-19
Нечипорук Володимир Павлович,"Група ""Народовладдя""",2003-11-28,2004-05-14
Нечипорук Володимир Павлович,"Група  ""Демократичні ініціативи Народовладдя""",2004-05-14,2004-09-22
Нечипорук Володимир Павлович,"Фракція партії ""Єдина Україна""",2004-09-22,2005-09-23
Нечипорук Володимир Павлович,"Фракція ""Партії промисловців і підприємців України""",2005-12-21,2006-05-25
Ніколаєнко Станіслав Миколайович,Фракція Соціалістичної партії України (фракція СПУ),2002-05-15,2005-07-07
Новак Володимир Миколайович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Носенко Микола Петрович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Нощенко Микола Петрович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Нощенко Микола Петрович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Нощенко Микола Петрович,"Фракція політичної партії ""Трудова Україна""",2004-04-21,2004-12-29
Нощенко Микола Петрович,"Фракція ""Трудова Україна"" та Народно-демократичної партії",2004-12-23,2005-01-19
Нощенко Микола Петрович,"Група ""Демократична Україна""",2005-01-20,2005-09-08
Нощенко Микола Петрович,"Фракція політичної партії ""Вперед, Україно!""",2005-09-08,2005-11-04
Нощенко Микола Петрович,Група Народного блоку Литвина,2005-11-04,2006-05-25
Одайник Микола Миколайович,"Фракція ""Наша Україна""",2002-09-11,2005-09-07
Одайник Микола Миколайович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Олексенко Олег Іванович,"Фракція ""Наша Україна""",2002-05-15,2002-07-18
Олексіюк Сергій Сергійович,"Фракція ""Наша Україна""",2002-05-15,2005-03-16
Олексіюк Сергій Сергійович,Фракція Української Народної Партії,2005-03-16,2006-05-25
Олійник Борис Ілліч,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2005-03-02
Олійник Петро Михайлович,"Фракція ""Наша Україна""",2002-05-15,2005-06-15
Олуйко Віталій Миколайович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Олуйко Віталій Миколайович,Фракція Народно-демократичної партії (НДП),2002-06-20,2004-05-14
Олуйко Віталій Миколайович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-05-14,2004-12-15
Олуйко Віталій Миколайович,Фракція Народної аграрної партії України,2004-12-23,2005-03-01
Олуйко Віталій Миколайович,Фракція Народної Партії,2005-03-01,2006-05-25
Омельченко Григорій Омелянович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2002-05-15,2005-12-16
Омельченко Григорій Омелянович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2006-05-25
Омельченко Олександр Олександрович,"Фракція ""Наша Україна""",2002-05-15,2004-02-05
Омельченко Олександр Олександрович,"Група ""Центр""",2004-04-22,2005-03-18
Омельченко Олександр Олександрович,"Фракція ""Наша Україна""",2005-03-18,2005-09-07
Омельченко Олександр Олександрович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Оніщук Микола Васильович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Оніщук Микола Васильович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Оніщук Микола Васильович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-05-14,2004-12-23
Оніщук Микола Васильович,Група Промисловців і підприємців - Воля народу,2005-01-21,2005-02-03
Оніщук Микола Васильович,"Група ""Воля народу""",2005-02-03,2005-03-25
Оніщук Микола Васильович,"Фракція ""Партії промисловців і підприємців України""",2005-03-25,2006-05-25
Онопенко Василь Васильович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2002-05-15,2002-10-08
Онопенко Василь Васильович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2003-10-17,2005-12-16
Онопенко Василь Васильович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2006-05-25
Оплачко Володимир Миколайович,Фракція Комуністичної партії України (фракція комуністів),2006-02-09,2006-05-25
Оржаховський Анатолій Володимирович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Оробець Юрій Миколайович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Оробець Юрій Миколайович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Осика Сергій Григорович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Осика Сергій Григорович,"Група ""Народовладдя""",2002-06-20,2004-05-14
Осика Сергій Григорович,"Група  ""Демократичні ініціативи Народовладдя""",2004-05-14,2004-09-22
Осика Сергій Григорович,"Фракція партії ""Єдина Україна""",2004-09-22,2006-02-14
Осика Сергій Григорович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2006-02-14,2006-05-25
Осташ Ігор Іванович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Осташ Ігор Іванович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2005-09-08
Осташ Ігор Іванович,"Фракція політичної партії ""Реформи і порядок""",2005-09-08,2006-05-25
Павленко Юрій Олексійович,"Фракція ""Наша Україна""",2002-05-15,2005-03-03
Павличко Дмитро Васильович,Фракція Української Народної Партії,2005-10-21,2006-05-25
Павловський Михайло Антонович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2002-05-15,2004-02-26
Павлюк Микола Пантелеймонович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Павлюк Микола Пантелеймонович,Фракція Народно-демократичної партії (НДП),2002-06-20,2004-05-14
Павлюк Микола Пантелеймонович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-05-14,2004-12-23
Павлюк Микола Пантелеймонович,"Фракція ""Трудова Україна"" та Народно-демократичної партії",2004-12-23,2005-02-01
Павлюк Микола Пантелеймонович,"Фракція Народно-демократичної партії та групи ""Республіка""",2005-02-01,2005-04-06
Пак Володимир Петрович,"Фракція ""Наша Україна""",2005-03-17,2005-09-07
Пак Володимир Петрович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Панасовський Олег Григорович,"Фракція ""Регіони України""",2002-07-05,2005-09-08
Панасовський Олег Григорович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Папієв Михайло Миколайович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2003-01-16
Парубок Омелян Никонович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Пеклушенко Олександр Миколайович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Пеклушенко Олександр Миколайович,"Фракція ""Регіони України""",2002-06-20,2005-09-08
Пеклушенко Олександр Миколайович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Песоцький Микола Федорович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-10-22,2003-05-15
Петренко Володимир Сергійович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Петров Віктор Борисович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Петров Олег Володимирович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Петров Олег Володимирович,Фракція Народно-демократичної партії (НДП),2002-06-20,2004-05-14
Петров Олег Володимирович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-05-14,2004-12-23
Петров Олег Володимирович,"Фракція ""Трудова Україна"" та Народно-демократичної партії",2004-12-23,2005-02-01
Петров Олег Володимирович,"Фракція Народно-демократичної партії та групи ""Республіка""",2005-02-01,2005-04-06
Петров Олег Володимирович,"Фракція Народно-демократичної партії та політичної партії ""Трудова Україна""",2005-09-09,2005-10-18
Пєхота Володимир Юлійович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Пєхота Володимир Юлійович,"Група ""Європейський вибір""",2002-06-20,2003-11-20
Пєхота Володимир Юлійович,"Фракція ""Регіони України""",2003-11-20,2005-09-08
Пєхота Володимир Юлійович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Пинзеник Віктор Михайлович,"Фракція ""Наша Україна""",2002-05-15,2005-07-07
Писаренко Анатолій Григорович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2006-05-25
Писарчук Петро Іванович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2004-11-30
Писарчук Петро Іванович,"Фракція ""Регіони України""",2004-11-30,2005-09-08
Писарчук Петро Іванович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Пінчук Віктор Михайлович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Пінчук Віктор Михайлович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Пінчук Віктор Михайлович,"Фракція політичної партії ""Трудова Україна""",2004-04-21,2004-12-23
Пінчук Віктор Михайлович,"Група ""Демократична Україна""",2005-01-20,2005-09-08
Пінчук Віктор Михайлович,"Фракція політичної партії ""Вперед, Україно!""",2005-09-08,2005-11-04
Пінчук Віктор Михайлович,Група Народного блоку Литвина,2005-11-04,2006-05-25
Плохой Ігор Іванович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Плохой Ігор Іванович,"Група ""Демократичні ініціативи""",2002-06-20,2004-05-12
Плохой Ігор Іванович,"Група  ""Демократичні ініціативи Народовладдя""",2004-06-15,2004-09-23
Плохой Ігор Іванович,"Група ""Демократичні ініціативи""",2004-09-23,2005-09-07
Плохой Ігор Іванович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2005-09-07,2005-12-16
Плохой Ігор Іванович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2005-12-20
Плохой Ігор Іванович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-12-23,2006-05-25
Плужников Ігор Олександрович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2005-06-22
Плютинський Володимир Антонович,"Фракція ""Наша Україна""",2002-05-15,2002-07-09
Плютинський Володимир Антонович,"Фракція ""Аграрники України"" (Аграрники)",2002-07-09,2002-10-22
Плютинський Володимир Антонович,Фракція  Аграрної партії України,2002-10-22,2004-06-15
Плютинський Володимир Антонович,Фракція Народної аграрної партії України,2004-06-15,2005-03-01
Плютинський Володимир Антонович,Фракція Народної Партії,2005-03-01,2006-05-25
Плющ Іван Степанович,"Група ""Демократичні ініціативи""",2002-06-20,2003-09-30
Плющ Іван Степанович,"Фракція ""Наша Україна""",2003-09-30,2005-03-16
Плющ Іван Степанович,Фракція Української Народної Партії,2005-03-16,2006-05-25
Подобєдов Сергій Миколайович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2006-05-25
Поживанов Михайло Олександрович,"Фракція ""Наша Україна""",2005-04-05,2005-09-07
Поживанов Михайло Олександрович,Фракція Народного Руху України,2005-09-07,2006-05-25
Полііт Андрій Анатолійович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Поліщук Кирило Ананійович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Поліщук Кирило Ананійович,"Фракція ""Наша Україна""",2002-05-15,2002-05-15
Поліщук Кирило Ананійович,"Група ""Народовладдя""",2002-06-20,2003-09-11
Поліщук Кирило Ананійович,"Фракція ""Регіони України""",2003-12-12,2005-09-08
Поліщук Кирило Ананійович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2005-12-20
Поліщук Микола Єфремович,"Фракція ""Наша Україна""",2002-05-15,2005-07-07
Полякова Лариса Євгеніївна,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Полякова Лариса Євгеніївна,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Полякова Лариса Євгеніївна,"Фракція політичної партії ""Трудова Україна""",2004-04-21,2004-12-29
Полякова Лариса Євгеніївна,"Фракція ""Трудова Україна"" та Народно-демократичної партії",2004-12-23,2005-02-01
Полякова Лариса Євгеніївна,"Фракція Народно-демократичної партії та групи ""Республіка""",2005-02-01,2005-02-03
Полякова Лариса Євгеніївна,"Група ""Демократична Україна""",2005-02-03,2005-09-08
Полякова Лариса Євгеніївна,"Фракція політичної партії ""Вперед, Україно!""",2005-09-08,2005-11-04
Полякова Лариса Євгеніївна,Група Народного блоку Литвина,2005-11-04,2006-05-25
Полянчич Михайло Михайлович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Полянчич Михайло Михайлович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Пономаренко Георгій Григорович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Поплавський Михайло Михайлович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
